total_alns,primary_alns,identity,identity_qv,gap_compressed_identity,matches_per_kbp,mismatches_per_kbp,non_hp_ins_per_kbp,non_hp_del_per_kbp,hp_ins_per_kbp,hp_del_per_kbp
1,1,0.990287,20.126651,0.990484,999.200000,0.200000,2.000000,0.200000,7.000000,0.400000
